country,lead_time_group,n_obs,variable,rmse
Russia,7-12h,11126,temperature_2m,1.5420815345773902
Russia,7-12h,11126,relative_humidity_2m,7.625161523648485
Russia,7-12h,11126,dew_point_2m,1.9369330162030887
Russia,7-12h,11126,apparent_temperature,1.7760606733356281
Russia,7-12h,11126,precipitation,0.28896211032657226
Russia,7-12h,11126,rain,0.2974757485239994
Russia,7-12h,11126,showers,0.12211068435737366
Russia,7-12h,11126,snowfall,0.06234944116213289
Russia,7-12h,11126,snow_depth,0.034507396034608874
Russia,7-12h,11126,weather_code,22.265681234771666
Russia,7-12h,11126,pressure_msl,0.6254403446076621
Russia,7-12h,11126,surface_pressure,0.6045828335806724
Russia,7-12h,11126,cloud_cover,27.788329631459195
Russia,7-12h,11126,wind_speed_10m,4.73579220877438
Russia,7-12h,11126,wind_gusts_10m,9.555695842121787
Saudi Arabia,0h,372,temperature_2m,1.5876031843529863
Saudi Arabia,0h,372,relative_humidity_2m,6.506407098647712
Saudi Arabia,0h,372,dew_point_2m,1.9427145402622168
Saudi Arabia,0h,372,apparent_temperature,1.9586999199326287
Saudi Arabia,0h,372,precipitation,0.13460415881350946
Saudi Arabia,0h,372,rain,0.13697970966612194
Saudi Arabia,0h,372,showers,0.06392199547398644
Saudi Arabia,0h,372,snowfall,0
Saudi Arabia,0h,372,snow_depth,0
Saudi Arabia,0h,372,weather_code,11.137218432292784
Saudi Arabia,0h,372,pressure_msl,0.4769414201760775
Saudi Arabia,0h,372,surface_pressure,0.4600724580614154
Saudi Arabia,0h,372,cloud_cover,32.01259832648552
Saudi Arabia,0h,372,wind_speed_10m,4.2878422776321266
Saudi Arabia,0h,372,wind_gusts_10m,5.552225166640422
Saudi Arabia,1-6h,1958,temperature_2m,1.6644605760404942
Saudi Arabia,1-6h,1958,relative_humidity_2m,5.998467628630353
Saudi Arabia,1-6h,1958,dew_point_2m,1.821304519628052
Saudi Arabia,1-6h,1958,apparent_temperature,1.973775981236531
Saudi Arabia,1-6h,1958,precipitation,0.19594979657643244
Saudi Arabia,1-6h,1958,rain,0.21067041195172642
Saudi Arabia,1-6h,1958,showers,0.12476740361611784
Saudi Arabia,1-6h,1958,snowfall,0
Saudi Arabia,1-6h,1958,snow_depth,0
Saudi Arabia,1-6h,1958,weather_code,12.670572664427414
Saudi Arabia,1-6h,1958,pressure_msl,0.5006839040831756
Saudi Arabia,1-6h,1958,surface_pressure,0.4484224988637754
Saudi Arabia,1-6h,1958,cloud_cover,34.66689583748666
Saudi Arabia,1-6h,1958,wind_speed_10m,4.371437846494101
Saudi Arabia,1-6h,1958,wind_gusts_10m,5.563791081187093
Saudi Arabia,13-18h,850,temperature_2m,2.035450521022167
Saudi Arabia,13-18h,850,relative_humidity_2m,6.547743212471805
Saudi Arabia,13-18h,850,dew_point_2m,1.806465512280493
Saudi Arabia,13-18h,850,apparent_temperature,2.0720152168416934
Saudi Arabia,13-18h,850,precipitation,0.1541580548734089
Saudi Arabia,13-18h,850,rain,0.13796845334222987
Saudi Arabia,13-18h,850,showers,0.07046066904559552
Saudi Arabia,13-18h,850,snowfall,0
Saudi Arabia,13-18h,850,snow_depth,0
Saudi Arabia,13-18h,850,weather_code,11.130984840947892
Saudi Arabia,13-18h,850,pressure_msl,0.6158303815366113
Saudi Arabia,13-18h,850,surface_pressure,0.41308025142537014
Saudi Arabia,13-18h,850,cloud_cover,38.0563359492523
Saudi Arabia,13-18h,850,wind_speed_10m,3.0127454744995714
Saudi Arabia,13-18h,850,wind_gusts_10m,5.333644598760059
Saudi Arabia,19-24h,252,temperature_2m,1.692373181106042
Saudi Arabia,19-24h,252,relative_humidity_2m,7.46366861579138
Saudi Arabia,19-24h,252,dew_point_2m,1.981782106453764
Saudi Arabia,19-24h,252,apparent_temperature,1.7014932750614578
Saudi Arabia,19-24h,252,precipitation,0.21175757327961103
Saudi Arabia,19-24h,252,rain,0.00890870806374748
Saudi Arabia,19-24h,252,showers,0.21510425674505207
Saudi Arabia,19-24h,252,snowfall,0
Saudi Arabia,19-24h,252,snow_depth,0
Saudi Arabia,19-24h,252,weather_code,12.476644848141934
Saudi Arabia,19-24h,252,pressure_msl,0.5413094059924287
Saudi Arabia,19-24h,252,surface_pressure,0.4294699575575016
Saudi Arabia,19-24h,252,cloud_cover,39.385760056625735
Saudi Arabia,19-24h,252,wind_speed_10m,2.973480671130603
Saudi Arabia,19-24h,252,wind_gusts_10m,5.089874791861328
Saudi Arabia,7-12h,1390,temperature_2m,1.8557707002984853
Saudi Arabia,7-12h,1390,relative_humidity_2m,5.671968178823179
Saudi Arabia,7-12h,1390,dew_point_2m,1.7081606919843015
Saudi Arabia,7-12h,1390,apparent_temperature,2.0854756371373715
Saudi Arabia,7-12h,1390,precipitation,0.12378909890290925
Saudi Arabia,7-12h,1390,rain,0.13265414543902604
Saudi Arabia,7-12h,1390,showers,0.055489969279568736
Saudi Arabia,7-12h,1390,snowfall,0
Saudi Arabia,7-12h,1390,snow_depth,0
Saudi Arabia,7-12h,1390,weather_code,8.841937350779403
Saudi Arabia,7-12h,1390,pressure_msl,0.5269977407020214
Saudi Arabia,7-12h,1390,surface_pressure,0.45048335351992996
Saudi Arabia,7-12h,1390,cloud_cover,36.953908682390754
Saudi Arabia,7-12h,1390,wind_speed_10m,4.042201836060792
Saudi Arabia,7-12h,1390,wind_gusts_10m,5.337393538439213
Serbia,0h,372,temperature_2m,1.5304964406488208
Serbia,0h,372,relative_humidity_2m,13.160710507995715
Serbia,0h,372,dew_point_2m,1.7358026249225953
Serbia,0h,372,apparent_temperature,1.5161850824688505
Serbia,0h,372,precipitation,0.11168311546321535
Serbia,0h,372,rain,0.0947549187306702
Serbia,0h,372,showers,0
Serbia,0h,372,snowfall,0.0634873622171399
Serbia,0h,372,snow_depth,7.332355751067665e-4
Serbia,0h,372,weather_code,14.96321654800082
Serbia,0h,372,pressure_msl,0.4178156201880423
Serbia,0h,372,surface_pressure,0.38985798351685497
Serbia,0h,372,cloud_cover,28.404433244776936
Serbia,0h,372,wind_speed_10m,3.6595140402453286
Serbia,0h,372,wind_gusts_10m,6.315738150612071
Serbia,1-6h,1956,temperature_2m,1.5904623705536824
Serbia,1-6h,1956,relative_humidity_2m,13.199391136729304
Serbia,1-6h,1956,dew_point_2m,1.7326882549832947
Serbia,1-6h,1956,apparent_temperature,1.5493913311144203
Serbia,1-6h,1956,precipitation,0.20289318414323126
Serbia,1-6h,1956,rain,0.19292178183380557
Serbia,1-6h,1956,showers,0
Serbia,1-6h,1956,snowfall,0.050151100928448
Serbia,1-6h,1956,snow_depth,0.0019450529771305924
Serbia,1-6h,1956,weather_code,15.700546406549444
Serbia,1-6h,1956,pressure_msl,0.4823362538299305
Serbia,1-6h,1956,surface_pressure,0.4605722412022376
Serbia,1-6h,1956,cloud_cover,32.364535995191545
Serbia,1-6h,1956,wind_speed_10m,3.6830318932070583
Serbia,1-6h,1956,wind_gusts_10m,6.252590465204192
Serbia,13-18h,848,temperature_2m,1.885483272217317
Serbia,13-18h,848,relative_humidity_2m,14.389297647642598
Serbia,13-18h,848,dew_point_2m,1.6971466064467102
Serbia,13-18h,848,apparent_temperature,1.6784005189128108
Serbia,13-18h,848,precipitation,0.2459099390289208
Serbia,13-18h,848,rain,0.24475632857468363
Serbia,13-18h,848,showers,0
Serbia,13-18h,848,snowfall,0.004807619738204117
Serbia,13-18h,848,snow_depth,0.0011895773785772163
Serbia,13-18h,848,weather_code,16.79741950082787
Serbia,13-18h,848,pressure_msl,0.5489698757931103
Serbia,13-18h,848,surface_pressure,0.5279231290525964
Serbia,13-18h,848,cloud_cover,37.0755539151232
Serbia,13-18h,848,wind_speed_10m,3.8184075017023265
Serbia,13-18h,848,wind_gusts_10m,6.465525413137321
Serbia,19-24h,248,temperature_2m,1.8384118321301484
Serbia,19-24h,248,relative_humidity_2m,15.134877473208439
Serbia,19-24h,248,dew_point_2m,1.6972225888577586
Serbia,19-24h,248,apparent_temperature,1.6575827717375957
Serbia,19-24h,248,precipitation,0.24379393731380553
Serbia,19-24h,248,rain,0.24163422103293555
Serbia,19-24h,248,showers,0
Serbia,19-24h,248,snowfall,0.006286185570937122
Serbia,19-24h,248,snow_depth,0
Serbia,19-24h,248,weather_code,17.28181964732246
Serbia,19-24h,248,pressure_msl,0.6138193492782659
Serbia,19-24h,248,surface_pressure,0.5881902259775248
Serbia,19-24h,248,cloud_cover,36.46993901301321
Serbia,19-24h,248,wind_speed_10m,3.881074842808867
Serbia,19-24h,248,wind_gusts_10m,6.5836797241115415
Serbia,7-12h,1390,temperature_2m,1.6261000703674178
Serbia,7-12h,1390,relative_humidity_2m,12.495121350109283
Serbia,7-12h,1390,dew_point_2m,1.7248459424481528
Serbia,7-12h,1390,apparent_temperature,1.573787074351446
Serbia,7-12h,1390,precipitation,0.20793607207971984
Serbia,7-12h,1390,rain,0.20532479972301196
Serbia,7-12h,1390,showers,0
Serbia,7-12h,1390,snowfall,0.015253257701343576
Serbia,7-12h,1390,snow_depth,0.001696377859359942
Serbia,7-12h,1390,weather_code,16.474833652722932
Serbia,7-12h,1390,pressure_msl,0.532673452683952
Serbia,7-12h,1390,surface_pressure,0.5024830431299082
Serbia,7-12h,1390,cloud_cover,33.974408481306575
Serbia,7-12h,1390,wind_speed_10m,3.5996042947991786
Serbia,7-12h,1390,wind_gusts_10m,6.191037848397292
Singapore,0h,372,temperature_2m,1.9574231469828098
Singapore,0h,372,relative_humidity_2m,9.068437524721938
Singapore,0h,372,dew_point_2m,1.014809691359626
Singapore,0h,372,apparent_temperature,2.1296801718588174
Singapore,0h,372,precipitation,1.6822444045260307
Singapore,0h,372,rain,1.4443624184043715
Singapore,0h,372,showers,1.2117702326654973
Singapore,0h,372,snowfall,0
Singapore,0h,372,snow_depth,0
Singapore,0h,372,weather_code,42.69943717994268
Singapore,0h,372,pressure_msl,0.4813176359397857
Singapore,0h,372,surface_pressure,0.4813176359397881
Singapore,0h,372,cloud_cover,16.72596976309981
Singapore,0h,372,wind_speed_10m,4.193088270870508
Singapore,0h,372,wind_gusts_10m,9.325035674064772
Singapore,1-6h,1952,temperature_2m,2.1020091871708884
Singapore,1-6h,1952,relative_humidity_2m,9.706344046761291
Singapore,1-6h,1952,dew_point_2m,1.0478852630847348
Singapore,1-6h,1952,apparent_temperature,2.3009397581188002
Singapore,1-6h,1952,precipitation,1.4352985637884248
Singapore,1-6h,1952,rain,1.3786650112027774
Singapore,1-6h,1952,showers,0.8517520515837043
Singapore,1-6h,1952,snowfall,0
Singapore,1-6h,1952,snow_depth,0
Singapore,1-6h,1952,weather_code,40.66052986035216
Singapore,1-6h,1952,pressure_msl,0.4582240306826807
Singapore,1-6h,1952,surface_pressure,0.4582240306826772
Singapore,1-6h,1952,cloud_cover,18.611648036188274
Singapore,1-6h,1952,wind_speed_10m,4.357153294992681
Singapore,1-6h,1952,wind_gusts_10m,9.629499693351795
Singapore,13-18h,846,temperature_2m,2.5205960119224082
Singapore,13-18h,846,relative_humidity_2m,10.518249366693714
Singapore,13-18h,846,dew_point_2m,1.0298499971104838
Singapore,13-18h,846,apparent_temperature,2.737710558414612
Singapore,13-18h,846,precipitation,1.0455127577958807
Singapore,13-18h,846,rain,0.9567478404783819
Singapore,13-18h,846,showers,0.5441717848640082
Singapore,13-18h,846,snowfall,0
Singapore,13-18h,846,snow_depth,0
Singapore,13-18h,846,weather_code,34.48424452655699
Singapore,13-18h,846,pressure_msl,0.384879705501415
Singapore,13-18h,846,surface_pressure,0.38487970550141265
Singapore,13-18h,846,cloud_cover,22.577944844042264
Singapore,13-18h,846,wind_speed_10m,3.7292213930767857
Singapore,13-18h,846,wind_gusts_10m,8.259710239395247
Singapore,19-24h,246,temperature_2m,2.5478669541913215
Singapore,19-24h,246,relative_humidity_2m,9.532997890511032
Singapore,19-24h,246,dew_point_2m,1.0941083907601237
Singapore,19-24h,246,apparent_temperature,2.8598851531890044
Singapore,19-24h,246,precipitation,0.885198980892069
Singapore,19-24h,246,rain,0.8631102766121465
Singapore,19-24h,246,showers,0.2717004567743347
Singapore,19-24h,246,snowfall,0
Singapore,19-24h,246,snow_depth,0
Singapore,19-24h,246,weather_code,35.28536397104479
Singapore,19-24h,246,pressure_msl,0.411422280246127
Singapore,19-24h,246,surface_pressure,0.4114222802461306
Singapore,19-24h,246,cloud_cover,23.040614546907968
Singapore,19-24h,246,wind_speed_10m,3.6304829574128346
Singapore,19-24h,246,wind_gusts_10m,7.8574856856893485
Singapore,7-12h,1390,temperature_2m,2.3509557217768684
Singapore,7-12h,1390,relative_humidity_2m,10.485412957632443
Singapore,7-12h,1390,dew_point_2m,0.98592249465545
Singapore,7-12h,1390,apparent_temperature,2.5040399013071117
Singapore,7-12h,1390,precipitation,1.1944541512441824
Singapore,7-12h,1390,rain,1.1177514041319068
Singapore,7-12h,1390,showers,0.6776705763657903
Singapore,7-12h,1390,snowfall,0
Singapore,7-12h,1390,snow_depth,0
Singapore,7-12h,1390,weather_code,37.414574161845415
Singapore,7-12h,1390,pressure_msl,0.4337057982370772
Singapore,7-12h,1390,surface_pressure,0.43370579823707855
Singapore,7-12h,1390,cloud_cover,21.030091492940272
Singapore,7-12h,1390,wind_speed_10m,4.322441023643665
Singapore,7-12h,1390,wind_gusts_10m,8.336388984144396
Slovakia,0h,372,temperature_2m,0.8543059812955891
Slovakia,0h,372,relative_humidity_2m,4.951376478541908
Slovakia,0h,372,dew_point_2m,0.7634457822043367
Slovakia,0h,372,apparent_temperature,1.1923817314720933
Slovakia,0h,372,precipitation,0.1579437765761595
Slovakia,0h,372,rain,0.15169295530172797
Slovakia,0h,372,showers,0
Slovakia,0h,372,snowfall,0.02992822956225748
Slovakia,0h,372,snow_depth,0.006475761258027333
Slovakia,0h,372,weather_code,26.326526954867717
Slovakia,0h,372,pressure_msl,0.3538573918451307
Slovakia,0h,372,surface_pressure,0.3433703915692984
Slovakia,0h,372,cloud_cover,14.623225009464203
Slovakia,0h,372,wind_speed_10m,3.3796115447708464
Slovakia,0h,372,wind_gusts_10m,6.385900968758888
Slovakia,1-6h,1950,temperature_2m,0.9510533970827106
Slovakia,1-6h,1950,relative_humidity_2m,5.364460447932848
Slovakia,1-6h,1950,dew_point_2m,0.7609036463142748
Slovakia,1-6h,1950,apparent_temperature,1.2633086392282442
Slovakia,1-6h,1950,precipitation,0.13504035484216353
Slovakia,1-6h,1950,rain,0.12874144233446733
Slovakia,1-6h,1950,showers,0.003202563076101743
Slovakia,1-6h,1950,snowfall,0.02445508703830927
Slovakia,1-6h,1950,snow_depth,0.006793662204867574
Slovakia,1-6h,1950,weather_code,27.09843405448234
Slovakia,1-6h,1950,pressure_msl,0.3704744013441147
Slovakia,1-6h,1950,surface_pressure,0.3539085786630238
Slovakia,1-6h,1950,cloud_cover,13.608104674072464
Slovakia,1-6h,1950,wind_speed_10m,3.466787473240231
Slovakia,1-6h,1950,wind_gusts_10m,6.706950088317304
Slovakia,13-18h,846,temperature_2m,1.2000394004563992
Slovakia,13-18h,846,relative_humidity_2m,6.424318455080908
Slovakia,13-18h,846,dew_point_2m,0.8943346774929564
Slovakia,13-18h,846,apparent_temperature,1.5117897586078821
Slovakia,13-18h,846,precipitation,0.14602697377045762
Slovakia,13-18h,846,rain,0.13820873650509832
Slovakia,13-18h,846,showers,0.004862166383263152
Slovakia,13-18h,846,snowfall,0.03601943263277146
Slovakia,13-18h,846,snow_depth,0.005895063447465632
Slovakia,13-18h,846,weather_code,25.162028129196344
Slovakia,13-18h,846,pressure_msl,0.4736059548536214
Slovakia,13-18h,846,surface_pressure,0.46287721822200056
Slovakia,13-18h,846,cloud_cover,17.27992316767789
Slovakia,13-18h,846,wind_speed_10m,3.267516896156264
Slovakia,13-18h,846,wind_gusts_10m,5.962968860889164
Slovakia,19-24h,244,temperature_2m,0.9989338579000195
Slovakia,19-24h,244,relative_humidity_2m,5.658303053268086
Slovakia,19-24h,244,dew_point_2m,0.8284886496645266
Slovakia,19-24h,244,apparent_temperature,1.4198245100519509
Slovakia,19-24h,244,precipitation,0.1701012234803389
Slovakia,19-24h,244,rain,0.1408405679261856
Slovakia,19-24h,244,showers,0
Slovakia,19-24h,244,snowfall,0.0667697290792128
Slovakia,19-24h,244,snow_depth,0.00550707443680027
Slovakia,19-24h,244,weather_code,27.459358940853352
Slovakia,19-24h,244,pressure_msl,0.5649604657574242
Slovakia,19-24h,244,surface_pressure,0.5623428742295302
Slovakia,19-24h,244,cloud_cover,13.972748652932708
Slovakia,19-24h,244,wind_speed_10m,3.7440006655456886
Slovakia,19-24h,244,wind_gusts_10m,7.0806825641155875
Slovakia,7-12h,1390,temperature_2m,1.0359161656033145
Slovakia,7-12h,1390,relative_humidity_2m,6.052527862404258
Slovakia,7-12h,1390,dew_point_2m,0.818412219575856
Slovakia,7-12h,1390,apparent_temperature,1.329234106300511
Slovakia,7-12h,1390,precipitation,0.14015869731006592
Slovakia,7-12h,1390,rain,0.1360961361442025
Slovakia,7-12h,1390,showers,0
Slovakia,7-12h,1390,snowfall,0.02920776480971894
Slovakia,7-12h,1390,snow_depth,0.006526095927700876
Slovakia,7-12h,1390,weather_code,24.35584517615031
Slovakia,7-12h,1390,pressure_msl,0.4069892968737414
Slovakia,7-12h,1390,surface_pressure,0.3886704879476199
Slovakia,7-12h,1390,cloud_cover,16.663534477864054
Slovakia,7-12h,1390,wind_speed_10m,3.256358472833899
Slovakia,7-12h,1390,wind_gusts_10m,6.639871932543243
South Africa,0h,744,temperature_2m,2.2485837836865374
South Africa,0h,744,relative_humidity_2m,11.445405708316198
South Africa,0h,744,dew_point_2m,1.5322606112033166
South Africa,0h,744,apparent_temperature,2.398946901571425
South Africa,0h,744,precipitation,0.8265259592355962
South Africa,0h,744,rain,0.7309038446386275
South Africa,0h,744,showers,0.5564383666804245
South Africa,0h,744,snowfall,0
South Africa,0h,744,snow_depth,0
South Africa,0h,744,weather_code,23.29145627658071
South Africa,0h,744,pressure_msl,0.8473234265894648
South Africa,0h,744,surface_pressure,0.5438067730836129
South Africa,0h,744,cloud_cover,33.22596956844813
South Africa,0h,744,wind_speed_10m,4.783683625853414
South Africa,0h,744,wind_gusts_10m,17.116548617029654
South Africa,1-6h,3898,temperature_2m,2.387097608457548
South Africa,1-6h,3898,relative_humidity_2m,11.641361302302847
South Africa,1-6h,3898,dew_point_2m,1.6566067180741464
South Africa,1-6h,3898,apparent_temperature,2.5560710534675186
South Africa,1-6h,3898,precipitation,0.7295106142305353
South Africa,1-6h,3898,rain,0.6012728076549311
South Africa,1-6h,3898,showers,0.47157259044118865
South Africa,1-6h,3898,snowfall,0
South Africa,1-6h,3898,snow_depth,0
South Africa,1-6h,3898,weather_code,21.406148448055642
South Africa,1-6h,3898,pressure_msl,0.9125598724357131
South Africa,1-6h,3898,surface_pressure,0.5004564360991305
South Africa,1-6h,3898,cloud_cover,32.291999272797845
South Africa,1-6h,3898,wind_speed_10m,4.864703081358551
South Africa,1-6h,3898,wind_gusts_10m,17.099161792831975
South Africa,13-18h,1690,temperature_2m,1.6356241231375102
South Africa,13-18h,1690,relative_humidity_2m,10.500662137477036
South Africa,13-18h,1690,dew_point_2m,1.748087712584118
South Africa,13-18h,1690,apparent_temperature,1.852048282371895
South Africa,13-18h,1690,precipitation,0.6435018838793038
South Africa,13-18h,1690,rain,0.32473931283688945
South Africa,13-18h,1690,showers,0.5484351056312473
South Africa,13-18h,1690,snowfall,0
South Africa,13-18h,1690,snow_depth,0
South Africa,13-18h,1690,weather_code,19.20820214350627
South Africa,13-18h,1690,pressure_msl,0.9189909568098197
South Africa,13-18h,1690,surface_pressure,0.5394167351882801
South Africa,13-18h,1690,cloud_cover,35.49964580205
South Africa,13-18h,1690,wind_speed_10m,4.915489345218702
South Africa,13-18h,1690,wind_gusts_10m,17.22073608993791
South Africa,19-24h,470,temperature_2m,1.2561338863455327
South Africa,19-24h,470,relative_humidity_2m,9.185789209657237
South Africa,19-24h,470,dew_point_2m,1.6531980612701052
South Africa,19-24h,470,apparent_temperature,1.4947140906427416
South Africa,19-24h,470,precipitation,0.5589123175627857
South Africa,19-24h,470,rain,0.48549163500473874
South Africa,19-24h,470,showers,0.27544934275748767
South Africa,19-24h,470,snowfall,0
South Africa,19-24h,470,snow_depth,0
South Africa,19-24h,470,weather_code,18.737946480280925
South Africa,19-24h,470,pressure_msl,0.790825047225462
South Africa,19-24h,470,surface_pressure,0.5955508803316738
South Africa,19-24h,470,cloud_cover,36.86225077114654
South Africa,19-24h,470,wind_speed_10m,4.127958642379001
South Africa,19-24h,470,wind_gusts_10m,18.171600475186196
South Africa,7-12h,2780,temperature_2m,2.5993981040997016
South Africa,7-12h,2780,relative_humidity_2m,12.863589796244405
South Africa,7-12h,2780,dew_point_2m,1.870117143255043
South Africa,7-12h,2780,apparent_temperature,2.7849014810209725
South Africa,7-12h,2780,precipitation,0.9704593587093047
South Africa,7-12h,2780,rain,0.7462520260146268
South Africa,7-12h,2780,showers,0.5250077080626339
South Africa,7-12h,2780,snowfall,0
South Africa,7-12h,2780,snow_depth,0
South Africa,7-12h,2780,weather_code,23.168898155212705
South Africa,7-12h,2780,pressure_msl,1.071833633606212
South Africa,7-12h,2780,surface_pressure,0.5580541733843186
South Africa,7-12h,2780,cloud_cover,34.0488223314445
South Africa,7-12h,2780,wind_speed_10m,5.335753572556585
South Africa,7-12h,2780,wind_gusts_10m,17.00386646678172
South Korea,0h,372,temperature_2m,1.3955574675237457
South Korea,0h,372,relative_humidity_2m,13.15764629080667
South Korea,0h,372,dew_point_2m,2.676822060594619
South Korea,0h,372,apparent_temperature,1.445701823835351
South Korea,0h,372,precipitation,0.09616294415187689
South Korea,0h,372,rain,0.11891082770814676
South Korea,0h,372,showers,0
South Korea,0h,372,snowfall,0.0647202416359778
South Korea,0h,372,snow_depth,0.0059115341967326705
South Korea,0h,372,weather_code,12.68073638511649
South Korea,0h,372,pressure_msl,0.45672984415038076
South Korea,0h,372,surface_pressure,0.4502687369603513
South Korea,0h,372,cloud_cover,37.91884372811781
South Korea,0h,372,wind_speed_10m,2.892835049506956
South Korea,0h,372,wind_gusts_10m,5.428573348693977
South Korea,1-6h,1948,temperature_2m,1.4531527715325498
South Korea,1-6h,1948,relative_humidity_2m,13.60347068892326
South Korea,1-6h,1948,dew_point_2m,2.903403794415988
South Korea,1-6h,1948,apparent_temperature,1.6049269623303062
South Korea,1-6h,1948,precipitation,0.22413420004628956
South Korea,1-6h,1948,rain,0.21121045490892176
South Korea,1-6h,1948,showers,0
South Korea,1-6h,1948,snowfall,0.12032724032346279
South Korea,1-6h,1948,snow_depth,0.006262564372975926
South Korea,1-6h,1948,weather_code,11.40445534178246
South Korea,1-6h,1948,pressure_msl,0.5022945297942135
South Korea,1-6h,1948,surface_pressure,0.49650730829148715
South Korea,1-6h,1948,cloud_cover,35.674492351222796
South Korea,1-6h,1948,wind_speed_10m,3.044551129659154
South Korea,1-6h,1948,wind_gusts_10m,5.25919747783661
South Korea,13-18h,844,temperature_2m,1.3554086842800592
South Korea,13-18h,844,relative_humidity_2m,13.216121850877858
South Korea,13-18h,844,dew_point_2m,2.664698128070809
South Korea,13-18h,844,apparent_temperature,1.5574237446434247
South Korea,13-18h,844,precipitation,0.44040588775760475
South Korea,13-18h,844,rain,0.4403520780087623
South Korea,13-18h,844,showers,0
South Korea,13-18h,844,snowfall,0.0048189987357506
South Korea,13-18h,844,snow_depth,0.006867051631105259
South Korea,13-18h,844,weather_code,11.36699304150782
South Korea,13-18h,844,pressure_msl,0.6665145956099813
South Korea,13-18h,844,surface_pressure,0.657998545065299
South Korea,13-18h,844,cloud_cover,37.3917711503886
South Korea,13-18h,844,wind_speed_10m,2.8799725182996343
South Korea,13-18h,844,wind_gusts_10m,5.243544891881384
South Korea,19-24h,228,temperature_2m,1.441916366166063
South Korea,19-24h,228,relative_humidity_2m,12.45130867496659
South Korea,19-24h,228,dew_point_2m,2.471486519088277
South Korea,19-24h,228,apparent_temperature,1.6603476702079336
South Korea,19-24h,228,precipitation,0.20152924127212732
South Korea,19-24h,228,rain,0.20152924127212732
South Korea,19-24h,228,showers,0
South Korea,19-24h,228,snowfall,0
South Korea,19-24h,228,snow_depth,0.007071067811865475
South Korea,19-24h,228,weather_code,9.521443941800115
South Korea,19-24h,228,pressure_msl,0.7262617574613618
South Korea,19-24h,228,surface_pressure,0.7194661763748039
South Korea,19-24h,228,cloud_cover,36.68595983646615
South Korea,19-24h,228,wind_speed_10m,2.843968687369262
South Korea,19-24h,228,wind_gusts_10m,5.049057580988788
South Korea,7-12h,1390,temperature_2m,1.421191110534354
South Korea,7-12h,1390,relative_humidity_2m,14.201529961148907
South Korea,7-12h,1390,dew_point_2m,2.9162383378533154
South Korea,7-12h,1390,apparent_temperature,1.6209953421526464
South Korea,7-12h,1390,precipitation,0.21350113304839774
South Korea,7-12h,1390,rain,0.2013979917455402
South Korea,7-12h,1390,showers,0
South Korea,7-12h,1390,snowfall,0.08014285805885465
South Korea,7-12h,1390,snow_depth,0.006710884533578385
South Korea,7-12h,1390,weather_code,11.84722898117421
South Korea,7-12h,1390,pressure_msl,0.5774790164053484
South Korea,7-12h,1390,surface_pressure,0.569551129582435
South Korea,7-12h,1390,cloud_cover,36.63667620248141
South Korea,7-12h,1390,wind_speed_10m,2.8163602205837113
South Korea,7-12h,1390,wind_gusts_10m,5.35316083592225
Spain,0h,3720,temperature_2m,1.9020221271170876
Spain,0h,3720,relative_humidity_2m,11.103835431521965
Spain,0h,3720,dew_point_2m,1.7923553315145415
Spain,0h,3720,apparent_temperature,1.9453293941163032
Spain,0h,3720,precipitation,0.5400766572431406
Spain,0h,3720,rain,0.49640102587990653
Spain,0h,3720,showers,0.30556663388193334
Spain,0h,3720,snowfall,0.029972209350218635
Spain,0h,3720,snow_depth,8.675760324277122e-4
Spain,0h,3720,weather_code,19.30311412839295
Spain,0h,3720,pressure_msl,0.6870421251425782
Spain,0h,3720,surface_pressure,0.699869419464143
Spain,0h,3720,cloud_cover,32.548152913253254
Spain,0h,3720,wind_speed_10m,4.166982353632407
Spain,0h,3720,wind_gusts_10m,8.833316392761194
Spain,1-6h,19466,temperature_2m,1.8353294507940021
Spain,1-6h,19466,relative_humidity_2m,11.055360723160629
Spain,1-6h,19466,dew_point_2m,1.8134465274219587
Spain,1-6h,19466,apparent_temperature,1.8983694680471457
Spain,1-6h,19466,precipitation,0.540286957937819
Spain,1-6h,19466,rain,0.531919596176401
Spain,1-6h,19466,showers,0.20878428197514465
Spain,1-6h,19466,snowfall,0.029918551032427954
Spain,1-6h,19466,snow_depth,8.419788524413732e-4
Spain,1-6h,19466,weather_code,19.183907195461646
Spain,1-6h,19466,pressure_msl,0.680709072410298
Spain,1-6h,19466,surface_pressure,0.6851359581924314
Spain,1-6h,19466,cloud_cover,32.493445505546894
Spain,1-6h,19466,wind_speed_10m,4.169648099394398
Spain,1-6h,19466,wind_gusts_10m,9.027810554218352
Spain,13-18h,8424,temperature_2m,1.8309645406445796
Spain,13-18h,8424,relative_humidity_2m,10.933625178510535
Spain,13-18h,8424,dew_point_2m,1.9046127841505889
Spain,13-18h,8424,apparent_temperature,1.8709638419824415
Spain,13-18h,8424,precipitation,0.5867866848227558
Spain,13-18h,8424,rain,0.5707973297440389
Spain,13-18h,8424,showers,0.27690461054816334
Spain,13-18h,8424,snowfall,0.021544692830806133
Spain,13-18h,8424,snow_depth,8.006407690254357e-4
Spain,13-18h,8424,weather_code,19.719754269565374
Spain,13-18h,8424,pressure_msl,0.7385514299118783
Spain,13-18h,8424,surface_pressure,0.6168091003599089
Spain,13-18h,8424,cloud_cover,34.50212980474724
Spain,13-18h,8424,wind_speed_10m,4.196623082806616
Spain,13-18h,8424,wind_gusts_10m,8.761591426817638
